eq_id	root_symbol	template_symbol	cell_symbol	target_voc	target_unv	analysis__root_id	analysis__root	analysis__binyan	analysis__cell	analysis__form_id	analysis__r1	analysis__r2	analysis__r3
R002|T0|C7	R002	T0	C7	נִלְתַזְתֶּן	נלתזתן	SYN-RT-d775e59f06	לתז	NIFAL	PST.2FPL	SYN-LX-417bfa5450.PST.2FPL	ל	ת	ז
R002|T0|C8	R002	T0	C8	נִלְתְזוּ	נלתזו	SYN-RT-d775e59f06	לתז	NIFAL	PST.3PL	SYN-LX-417bfa5450.PST.3PL	ל	ת	ז
R002|T1|C0	R002	T1	C0	הִלְתַזְתִּי	הלתזתי	SYN-RT-d775e59f06	לתז	HIFIL	PST.1SG	SYN-LX-633284bdac.PST.1SG	ל	ת	ז
R002|T1|C1	R002	T1	C1	הִלְתַזְתָּ	הלתזת	SYN-RT-d775e59f06	לתז	HIFIL	PST.2MSG	SYN-LX-633284bdac.PST.2MSG	ל	ת	ז
R002|T1|C2	R002	T1	C2	הִלְתַזְתְּ	הלתזת	SYN-RT-d775e59f06	לתז	HIFIL	PST.2FSG	SYN-LX-633284bdac.PST.2FSG	ל	ת	ז
R002|T1|C3	R002	T1	C3	הִלְתִיז	הלתיז	SYN-RT-d775e59f06	לתז	HIFIL	PST.3MSG	SYN-LX-633284bdac.PST.3MSG	ל	ת	ז
R002|T1|C4	R002	T1	C4	הִלְתִיזָה	הלתיזה	SYN-RT-d775e59f06	לתז	HIFIL	PST.3FSG	SYN-LX-633284bdac.PST.3FSG	ל	ת	ז
R002|T1|C5	R002	T1	C5	הִלְתַזְנוּ	הלתזנו	SYN-RT-d775e59f06	לתז	HIFIL	PST.1PL	SYN-LX-633284bdac.PST.1PL	ל	ת	ז
R002|T1|C6	R002	T1	C6	הִלְתַזְתֶּם	הלתזתם	SYN-RT-d775e59f06	לתז	HIFIL	PST.2MPL	SYN-LX-633284bdac.PST.2MPL	ל	ת	ז
R002|T1|C7	R002	T1	C7	הִלְתַזְתֶּן	הלתזתן	SYN-RT-d775e59f06	לתז	HIFIL	PST.2FPL	SYN-LX-633284bdac.PST.2FPL	ל	ת	ז
R002|T1|C8	R002	T1	C8	הִלְתִיזוּ	הלתיזו	SYN-RT-d775e59f06	לתז	HIFIL	PST.3PL	SYN-LX-633284bdac.PST.3PL	ל	ת	ז
R002|T2|C0	R002	T2	C0	לֻתַּזְתִּי	לתזתי	SYN-RT-d775e59f06	לתז	PUAL	PST.1SG	SYN-LX-8accf2b88d.PST.1SG	ל	ת	ז
R002|T2|C1	R002	T2	C1	לֻתַּזְתָּ	לתזת	SYN-RT-d775e59f06	לתז	PUAL	PST.2MSG	SYN-LX-8accf2b88d.PST.2MSG	ל	ת	ז
R002|T2|C2	R002	T2	C2	לֻתַּזְתְּ	לתזת	SYN-RT-d775e59f06	לתז	PUAL	PST.2FSG	SYN-LX-8accf2b88d.PST.2FSG	ל	ת	ז
R002|T2|C3	R002	T2	C3	לֻתַּז	לתז	SYN-RT-d775e59f06	לתז	PUAL	PST.3MSG	SYN-LX-8accf2b88d.PST.3MSG	ל	ת	ז
R002|T2|C4	R002	T2	C4	לֻתְּזָה	לתזה	SYN-RT-d775e59f06	לתז	PUAL	PST.3FSG	SYN-LX-8accf2b88d.PST.3FSG	ל	ת	ז
R002|T2|C5	R002	T2	C5	לֻתַּזְנוּ	לתזנו	SYN-RT-d775e59f06	לתז	PUAL	PST.1PL	SYN-LX-8accf2b88d.PST.1PL	ל	ת	ז
R002|T2|C6	R002	T2	C6	לֻתַּזְתֶּם	לתזתם	SYN-RT-d775e59f06	לתז	PUAL	PST.2MPL	SYN-LX-8accf2b88d.PST.2MPL	ל	ת	ז
R002|T2|C7	R002	T2	C7	לֻתַּזְתֶּן	לתזתן	SYN-RT-d775e59f06	לתז	PUAL	PST.2FPL	SYN-LX-8accf2b88d.PST.2FPL	ל	ת	ז
R002|T2|C8	R002	T2	C8	לֻתְּזוּ	לתזו	SYN-RT-d775e59f06	לתז	PUAL	PST.3PL	SYN-LX-8accf2b88d.PST.3PL	ל	ת	ז
R002|T3|C0	R002	T3	C0	לִתַּזְתִּי	לתזתי	SYN-RT-d775e59f06	לתז	PIEL	PST.1SG	SYN-LX-39b6ec541d.PST.1SG	ל	ת	ז
R002|T3|C1	R002	T3	C1	לִתַּזְתָּ	לתזת	SYN-RT-d775e59f06	לתז	PIEL	PST.2MSG	SYN-LX-39b6ec541d.PST.2MSG	ל	ת	ז
R002|T3|C2	R002	T3	C2	לִתַּזְתְּ	לתזת	SYN-RT-d775e59f06	לתז	PIEL	PST.2FSG	SYN-LX-39b6ec541d.PST.2FSG	ל	ת	ז
R002|T3|C3	R002	T3	C3	לִתֵּז	לתז	SYN-RT-d775e59f06	לתז	PIEL	PST.3MSG	SYN-LX-39b6ec541d.PST.3MSG	ל	ת	ז
R002|T3|C4	R002	T3	C4	לִתְּזָה	לתזה	SYN-RT-d775e59f06	לתז	PIEL	PST.3FSG	SYN-LX-39b6ec541d.PST.3FSG	ל	ת	ז
R002|T3|C5	R002	T3	C5	לִתַּזְנוּ	לתזנו	SYN-RT-d775e59f06	לתז	PIEL	PST.1PL	SYN-LX-39b6ec541d.PST.1PL	ל	ת	ז
R002|T3|C6	R002	T3	C6	לִתַּזְתֶּם	לתזתם	SYN-RT-d775e59f06	לתז	PIEL	PST.2MPL	SYN-LX-39b6ec541d.PST.2MPL	ל	ת	ז
R002|T3|C7	R002	T3	C7	לִתַּזְתֶּן	לתזתן	SYN-RT-d775e59f06	לתז	PIEL	PST.2FPL	SYN-LX-39b6ec541d.PST.2FPL	ל	ת	ז
R002|T3|C8	R002	T3	C8	לִתְּזוּ	לתזו	SYN-RT-d775e59f06	לתז	PIEL	PST.3PL	SYN-LX-39b6ec541d.PST.3PL	ל	ת	ז
R002|T4|C0	R002	T4	C0	הֻלְתַזְתִּי	הלתזתי	SYN-RT-d775e59f06	לתז	HUFAL	PST.1SG	SYN-LX-e181f219ef.PST.1SG	ל	ת	ז
R002|T4|C1	R002	T4	C1	הֻלְתַזְתָּ	הלתזת	SYN-RT-d775e59f06	לתז	HUFAL	PST.2MSG	SYN-LX-e181f219ef.PST.2MSG	ל	ת	ז
R002|T4|C2	R002	T4	C2	הֻלְתַזְתְּ	הלתזת	SYN-RT-d775e59f06	לתז	HUFAL	PST.2FSG	SYN-LX-e181f219ef.PST.2FSG	ל	ת	ז
R002|T4|C3	R002	T4	C3	הֻלְתַז	הלתז	SYN-RT-d775e59f06	לתז	HUFAL	PST.3MSG	SYN-LX-e181f219ef.PST.3MSG	ל	ת	ז
R002|T4|C4	R002	T4	C4	הֻלְתְזָה	הלתזה	SYN-RT-d775e59f06	לתז	HUFAL	PST.3FSG	SYN-LX-e181f219ef.PST.3FSG	ל	ת	ז
R002|T4|C5	R002	T4	C5	הֻלְתַזְנוּ	הלתזנו	SYN-RT-d775e59f06	לתז	HUFAL	PST.1PL	SYN-LX-e181f219ef.PST.1PL	ל	ת	ז
R002|T4|C6	R002	T4	C6	הֻלְתַזְתֶּם	הלתזתם	SYN-RT-d775e59f06	לתז	HUFAL	PST.2MPL	SYN-LX-e181f219ef.PST.2MPL	ל	ת	ז
R002|T4|C7	R002	T4	C7	הֻלְתַזְתֶּן	הלתזתן	SYN-RT-d775e59f06	לתז	HUFAL	PST.2FPL	SYN-LX-e181f219ef.PST.2FPL	ל	ת	ז
R002|T4|C8	R002	T4	C8	הֻלְתְזוּ	הלתזו	SYN-RT-d775e59f06	לתז	HUFAL	PST.3PL	SYN-LX-e181f219ef.PST.3PL	ל	ת	ז
R002|T5|C0	R002	T5	C0	לָתַזְתִּי	לתזתי	SYN-RT-d775e59f06	לתז	PAAL	PST.1SG	SYN-LX-93f38b6909.PST.1SG	ל	ת	ז
R002|T5|C1	R002	T5	C1	לָתַזְתָּ	לתזת	SYN-RT-d775e59f06	לתז	PAAL	PST.2MSG	SYN-LX-93f38b6909.PST.2MSG	ל	ת	ז
R002|T5|C2	R002	T5	C2	לָתַזְתְּ	לתזת	SYN-RT-d775e59f06	לתז	PAAL	PST.2FSG	SYN-LX-93f38b6909.PST.2FSG	ל	ת	ז
R002|T5|C3	R002	T5	C3	לָתַז	לתז	SYN-RT-d775e59f06	לתז	PAAL	PST.3MSG	SYN-LX-93f38b6909.PST.3MSG	ל	ת	ז
R002|T5|C4	R002	T5	C4	לָתְזָה	לתזה	SYN-RT-d775e59f06	לתז	PAAL	PST.3FSG	SYN-LX-93f38b6909.PST.3FSG	ל	ת	ז
R002|T5|C5	R002	T5	C5	לָתַזְנוּ	לתזנו	SYN-RT-d775e59f06	לתז	PAAL	PST.1PL	SYN-LX-93f38b6909.PST.1PL	ל	ת	ז
R002|T5|C6	R002	T5	C6	לְתַזְתֶּם	לתזתם	SYN-RT-d775e59f06	לתז	PAAL	PST.2MPL	SYN-LX-93f38b6909.PST.2MPL	ל	ת	ז
R002|T5|C7	R002	T5	C7	לְתַזְתֶּן	לתזתן	SYN-RT-d775e59f06	לתז	PAAL	PST.2FPL	SYN-LX-93f38b6909.PST.2FPL	ל	ת	ז
R002|T5|C8	R002	T5	C8	לָתְזוּ	לתזו	SYN-RT-d775e59f06	לתז	PAAL	PST.3PL	SYN-LX-93f38b6909.PST.3PL	ל	ת	ז
R002|T6|C0	R002	T6	C0	הִתְלַתַּזְתִּי	התלתזתי	SYN-RT-d775e59f06	לתז	HITPAEL	PST.1SG	SYN-LX-2d2ef679cf.PST.1SG	ל	ת	ז
R002|T6|C1	R002	T6	C1	הִתְלַתַּזְתָּ	התלתזת	SYN-RT-d775e59f06	לתז	HITPAEL	PST.2MSG	SYN-LX-2d2ef679cf.PST.2MSG	ל	ת	ז
R002|T6|C2	R002	T6	C2	הִתְלַתַּזְתְּ	התלתזת	SYN-RT-d775e59f06	לתז	HITPAEL	PST.2FSG	SYN-LX-2d2ef679cf.PST.2FSG	ל	ת	ז
R002|T6|C3	R002	T6	C3	הִתְלַתֵּז	התלתז	SYN-RT-d775e59f06	לתז	HITPAEL	PST.3MSG	SYN-LX-2d2ef679cf.PST.3MSG	ל	ת	ז
R002|T6|C4	R002	T6	C4	הִתְלַתְּזָה	התלתזה	SYN-RT-d775e59f06	לתז	HITPAEL	PST.3FSG	SYN-LX-2d2ef679cf.PST.3FSG	ל	ת	ז
R002|T6|C5	R002	T6	C5	הִתְלַתַּזְנוּ	התלתזנו	SYN-RT-d775e59f06	לתז	HITPAEL	PST.1PL	SYN-LX-2d2ef679cf.PST.1PL	ל	ת	ז
R002|T6|C6	R002	T6	C6	הִתְלַתַּזְתֶּם	התלתזתם	SYN-RT-d775e59f06	לתז	HITPAEL	PST.2MPL	SYN-LX-2d2ef679cf.PST.2MPL	ל	ת	ז
R002|T6|C7	R002	T6	C7	הִתְלַתַּזְתֶּן	התלתזתן	SYN-RT-d775e59f06	לתז	HITPAEL	PST.2FPL	SYN-LX-2d2ef679cf.PST.2FPL	ל	ת	ז
R002|T6|C8	R002	T6	C8	הִתְלַתְּזוּ	התלתזו	SYN-RT-d775e59f06	לתז	HITPAEL	PST.3PL	SYN-LX-2d2ef679cf.PST.3PL	ל	ת	ז
R003|T0|C0	R003	T0	C0	נִטְתַכְתִּי	נטתכתי	SYN-RT-9d1a6bcaf7	טתכ	NIFAL	PST.1SG	SYN-LX-012b0c39f6.PST.1SG	ט	ת	כ
R003|T0|C1	R003	T0	C1	נִטְתַכְתָּ	נטתכת	SYN-RT-9d1a6bcaf7	טתכ	NIFAL	PST.2MSG	SYN-LX-012b0c39f6.PST.2MSG	ט	ת	כ
R003|T0|C2	R003	T0	C2	נִטְתַכְתְּ	נטתכת	SYN-RT-9d1a6bcaf7	טתכ	NIFAL	PST.2FSG	SYN-LX-012b0c39f6.PST.2FSG	ט	ת	כ
R003|T0|C3	R003	T0	C3	נִטְתַך	נטתך	SYN-RT-9d1a6bcaf7	טתכ	NIFAL	PST.3MSG	SYN-LX-012b0c39f6.PST.3MSG	ט	ת	כ
R003|T0|C4	R003	T0	C4	נִטְתְכָה	נטתכה	SYN-RT-9d1a6bcaf7	טתכ	NIFAL	PST.3FSG	SYN-LX-012b0c39f6.PST.3FSG	ט	ת	כ
R003|T0|C5	R003	T0	C5	נִטְתַכְנוּ	נטתכנו	SYN-RT-9d1a6bcaf7	טתכ	NIFAL	PST.1PL	SYN-LX-012b0c39f6.PST.1PL	ט	ת	כ
R003|T0|C6	R003	T0	C6	נִטְתַכְתֶּם	נטתכתם	SYN-RT-9d1a6bcaf7	טתכ	NIFAL	PST.2MPL	SYN-LX-012b0c39f6.PST.2MPL	ט	ת	כ
R003|T0|C7	R003	T0	C7	נִטְתַכְתֶּן	נטתכתן	SYN-RT-9d1a6bcaf7	טתכ	NIFAL	PST.2FPL	SYN-LX-012b0c39f6.PST.2FPL	ט	ת	כ
R003|T0|C8	R003	T0	C8	נִטְתְכוּ	נטתכו	SYN-RT-9d1a6bcaf7	טתכ	NIFAL	PST.3PL	SYN-LX-012b0c39f6.PST.3PL	ט	ת	כ
R003|T1|C0	R003	T1	C0	הִטְתַכְתִּי	הטתכתי	SYN-RT-9d1a6bcaf7	טתכ	HIFIL	PST.1SG	SYN-LX-8211d395d4.PST.1SG	ט	ת	כ
R003|T1|C1	R003	T1	C1	הִטְתַכְתָּ	הטתכת	SYN-RT-9d1a6bcaf7	טתכ	HIFIL	PST.2MSG	SYN-LX-8211d395d4.PST.2MSG	ט	ת	כ
R003|T1|C2	R003	T1	C2	הִטְתַכְתְּ	הטתכת	SYN-RT-9d1a6bcaf7	טתכ	HIFIL	PST.2FSG	SYN-LX-8211d395d4.PST.2FSG	ט	ת	כ
R003|T1|C3	R003	T1	C3	הִטְתִיך	הטתיך	SYN-RT-9d1a6bcaf7	טתכ	HIFIL	PST.3MSG	SYN-LX-8211d395d4.PST.3MSG	ט	ת	כ
R003|T1|C4	R003	T1	C4	הִטְתִיכָה	הטתיכה	SYN-RT-9d1a6bcaf7	טתכ	HIFIL	PST.3FSG	SYN-LX-8211d395d4.PST.3FSG	ט	ת	כ
R003|T1|C5	R003	T1	C5	הִטְתַכְנוּ	הטתכנו	SYN-RT-9d1a6bcaf7	טתכ	HIFIL	PST.1PL	SYN-LX-8211d395d4.PST.1PL	ט	ת	כ
R003|T1|C6	R003	T1	C6	הִטְתַכְתֶּם	הטתכתם	SYN-RT-9d1a6bcaf7	טתכ	HIFIL	PST.2MPL	SYN-LX-8211d395d4.PST.2MPL	ט	ת	כ
R003|T1|C7	R003	T1	C7	הִטְתַכְתֶּן	הטתכתן	SYN-RT-9d1a6bcaf7	טתכ	HIFIL	PST.2FPL	SYN-LX-8211d395d4.PST.2FPL	ט	ת	כ
R003|T1|C8	R003	T1	C8	הִטְתִיכוּ	הטתיכו	SYN-RT-9d1a6bcaf7	טתכ	HIFIL	PST.3PL	SYN-LX-8211d395d4.PST.3PL	ט	ת	כ
R003|T2|C0	R003	T2	C0	טֻתַּכְתִּי	טתכתי	SYN-RT-9d1a6bcaf7	טתכ	PUAL	PST.1SG	SYN-LX-cc56e5805a.PST.1SG	ט	ת	כ
R003|T2|C1	R003	T2	C1	טֻתַּכְתָּ	טתכת	SYN-RT-9d1a6bcaf7	טתכ	PUAL	PST.2MSG	SYN-LX-cc56e5805a.PST.2MSG	ט	ת	כ
R003|T2|C2	R003	T2	C2	טֻתַּכְתְּ	טתכת	SYN-RT-9d1a6bcaf7	טתכ	PUAL	PST.2FSG	SYN-LX-cc56e5805a.PST.2FSG	ט	ת	כ
R003|T2|C3	R003	T2	C3	טֻתַּך	טתך	SYN-RT-9d1a6bcaf7	טתכ	PUAL	PST.3MSG	SYN-LX-cc56e5805a.PST.3MSG	ט	ת	כ
R003|T2|C4	R003	T2	C4	טֻתְּכָה	טתכה	SYN-RT-9d1a6bcaf7	טתכ	PUAL	PST.3FSG	SYN-LX-cc56e5805a.PST.3FSG	ט	ת	כ
R003|T2|C5	R003	T2	C5	טֻתַּכְנוּ	טתכנו	SYN-RT-9d1a6bcaf7	טתכ	PUAL	PST.1PL	SYN-LX-cc56e5805a.PST.1PL	ט	ת	כ
R003|T2|C6	R003	T2	C6	טֻתַּכְתֶּם	טתכתם	SYN-RT-9d1a6bcaf7	טתכ	PUAL	PST.2MPL	SYN-LX-cc56e5805a.PST.2MPL	ט	ת	כ
R003|T2|C7	R003	T2	C7	טֻתַּכְתֶּן	טתכתן	SYN-RT-9d1a6bcaf7	טתכ	PUAL	PST.2FPL	SYN-LX-cc56e5805a.PST.2FPL	ט	ת	כ
R003|T2|C8	R003	T2	C8	טֻתְּכוּ	טתכו	SYN-RT-9d1a6bcaf7	טתכ	PUAL	PST.3PL	SYN-LX-cc56e5805a.PST.3PL	ט	ת	כ
R003|T3|C0	R003	T3	C0	טִתַּכְתִּי	טתכתי	SYN-RT-9d1a6bcaf7	טתכ	PIEL	PST.1SG	SYN-LX-91a1a02abc.PST.1SG	ט	ת	כ
R003|T3|C1	R003	T3	C1	טִתַּכְתָּ	טתכת	SYN-RT-9d1a6bcaf7	טתכ	PIEL	PST.2MSG	SYN-LX-91a1a02abc.PST.2MSG	ט	ת	כ
R003|T3|C2	R003	T3	C2	טִתַּכְתְּ	טתכת	SYN-RT-9d1a6bcaf7	טתכ	PIEL	PST.2FSG	SYN-LX-91a1a02abc.PST.2FSG	ט	ת	כ
R003|T3|C3	R003	T3	C3	טִתֵּך	טתך	SYN-RT-9d1a6bcaf7	טתכ	PIEL	PST.3MSG	SYN-LX-91a1a02abc.PST.3MSG	ט	ת	כ
R003|T3|C4	R003	T3	C4	טִתְּכָה	טתכה	SYN-RT-9d1a6bcaf7	טתכ	PIEL	PST.3FSG	SYN-LX-91a1a02abc.PST.3FSG	ט	ת	כ
R003|T3|C5	R003	T3	C5	טִתַּכְנוּ	טתכנו	SYN-RT-9d1a6bcaf7	טתכ	PIEL	PST.1PL	SYN-LX-91a1a02abc.PST.1PL	ט	ת	כ
R003|T3|C6	R003	T3	C6	טִתַּכְתֶּם	טתכתם	SYN-RT-9d1a6bcaf7	טתכ	PIEL	PST.2MPL	SYN-LX-91a1a02abc.PST.2MPL	ט	ת	כ
R003|T3|C7	R003	T3	C7	טִתַּכְתֶּן	טתכתן	SYN-RT-9d1a6bcaf7	טתכ	PIEL	PST.2FPL	SYN-LX-91a1a02abc.PST.2FPL	ט	ת	כ
R003|T3|C8	R003	T3	C8	טִתְּכוּ	טתכו	SYN-RT-9d1a6bcaf7	טתכ	PIEL	PST.3PL	SYN-LX-91a1a02abc.PST.3PL	ט	ת	כ
R003|T4|C0	R003	T4	C0	הֻטְתַכְתִּי	הטתכתי	SYN-RT-9d1a6bcaf7	טתכ	HUFAL	PST.1SG	SYN-LX-7389379f6d.PST.1SG	ט	ת	כ
R003|T4|C1	R003	T4	C1	הֻטְתַכְתָּ	הטתכת	SYN-RT-9d1a6bcaf7	טתכ	HUFAL	PST.2MSG	SYN-LX-7389379f6d.PST.2MSG	ט	ת	כ
R003|T4|C2	R003	T4	C2	הֻטְתַכְתְּ	הטתכת	SYN-RT-9d1a6bcaf7	טתכ	HUFAL	PST.2FSG	SYN-LX-7389379f6d.PST.2FSG	ט	ת	כ
R003|T4|C3	R003	T4	C3	הֻטְתַך	הטתך	SYN-RT-9d1a6bcaf7	טתכ	HUFAL	PST.3MSG	SYN-LX-7389379f6d.PST.3MSG	ט	ת	כ
R003|T4|C4	R003	T4	C4	הֻטְתְכָה	הטתכה	SYN-RT-9d1a6bcaf7	טתכ	HUFAL	PST.3FSG	SYN-LX-7389379f6d.PST.3FSG	ט	ת	כ
R003|T4|C5	R003	T4	C5	הֻטְתַכְנוּ	הטתכנו	SYN-RT-9d1a6bcaf7	טתכ	HUFAL	PST.1PL	SYN-LX-7389379f6d.PST.1PL	ט	ת	כ
R003|T4|C6	R003	T4	C6	הֻטְתַכְתֶּם	הטתכתם	SYN-RT-9d1a6bcaf7	טתכ	HUFAL	PST.2MPL	SYN-LX-7389379f6d.PST.2MPL	ט	ת	כ
R003|T4|C7	R003	T4	C7	הֻטְתַכְתֶּן	הטתכתן	SYN-RT-9d1a6bcaf7	טתכ	HUFAL	PST.2FPL	SYN-LX-7389379f6d.PST.2FPL	ט	ת	כ
R003|T4|C8	R003	T4	C8	הֻטְתְכוּ	הטתכו	SYN-RT-9d1a6bcaf7	טתכ	HUFAL	PST.3PL	SYN-LX-7389379f6d.PST.3PL	ט	ת	כ
R003|T5|C0	R003	T5	C0	טָתַכְתִּי	טתכתי	SYN-RT-9d1a6bcaf7	טתכ	PAAL	PST.1SG	SYN-LX-e8e631c5ba.PST.1SG	ט	ת	כ
R003|T5|C1	R003	T5	C1	טָתַכְתָּ	טתכת	SYN-RT-9d1a6bcaf7	טתכ	PAAL	PST.2MSG	SYN-LX-e8e631c5ba.PST.2MSG	ט	ת	כ
R003|T5|C2	R003	T5	C2	טָתַכְתְּ	טתכת	SYN-RT-9d1a6bcaf7	טתכ	PAAL	PST.2FSG	SYN-LX-e8e631c5ba.PST.2FSG	ט	ת	כ
R003|T5|C3	R003	T5	C3	טָתַך	טתך	SYN-RT-9d1a6bcaf7	טתכ	PAAL	PST.3MSG	SYN-LX-e8e631c5ba.PST.3MSG	ט	ת	כ
R003|T5|C4	R003	T5	C4	טָתְכָה	טתכה	SYN-RT-9d1a6bcaf7	טתכ	PAAL	PST.3FSG	SYN-LX-e8e631c5ba.PST.3FSG	ט	ת	כ
R003|T5|C5	R003	T5	C5	טָתַכְנוּ	טתכנו	SYN-RT-9d1a6bcaf7	טתכ	PAAL	PST.1PL	SYN-LX-e8e631c5ba.PST.1PL	ט	ת	כ
R003|T5|C6	R003	T5	C6	טְתַכְתֶּם	טתכתם	SYN-RT-9d1a6bcaf7	טתכ	PAAL	PST.2MPL	SYN-LX-e8e631c5ba.PST.2MPL	ט	ת	כ
R003|T5|C7	R003	T5	C7	טְתַכְתֶּן	טתכתן	SYN-RT-9d1a6bcaf7	טתכ	PAAL	PST.2FPL	SYN-LX-e8e631c5ba.PST.2FPL	ט	ת	כ
R003|T5|C8	R003	T5	C8	טָתְכוּ	טתכו	SYN-RT-9d1a6bcaf7	טתכ	PAAL	PST.3PL	SYN-LX-e8e631c5ba.PST.3PL	ט	ת	כ
R003|T6|C0	R003	T6	C0	הִתְטַתַּכְתִּי	התטתכתי	SYN-RT-9d1a6bcaf7	טתכ	HITPAEL	PST.1SG	SYN-LX-ed11afd90c.PST.1SG	ט	ת	כ
R003|T6|C1	R003	T6	C1	הִתְטַתַּכְתָּ	התטתכת	SYN-RT-9d1a6bcaf7	טתכ	HITPAEL	PST.2MSG	SYN-LX-ed11afd90c.PST.2MSG	ט	ת	כ
R003|T6|C2	R003	T6	C2	הִתְטַתַּכְתְּ	התטתכת	SYN-RT-9d1a6bcaf7	טתכ	HITPAEL	PST.2FSG	SYN-LX-ed11afd90c.PST.2FSG	ט	ת	כ
R003|T6|C3	R003	T6	C3	הִתְטַתֵּך	התטתך	SYN-RT-9d1a6bcaf7	טתכ	HITPAEL	PST.3MSG	SYN-LX-ed11afd90c.PST.3MSG	ט	ת	כ
R003|T6|C4	R003	T6	C4	הִתְטַתְּכָה	התטתכה	SYN-RT-9d1a6bcaf7	טתכ	HITPAEL	PST.3FSG	SYN-LX-ed11afd90c.PST.3FSG	ט	ת	כ
R003|T6|C5	R003	T6	C5	הִתְטַתַּכְנוּ	התטתכנו	SYN-RT-9d1a6bcaf7	טתכ	HITPAEL	PST.1PL	SYN-LX-ed11afd90c.PST.1PL	ט	ת	כ
R003|T6|C6	R003	T6	C6	הִתְטַתַּכְתֶּם	התטתכתם	SYN-RT-9d1a6bcaf7	טתכ	HITPAEL	PST.2MPL	SYN-LX-ed11afd90c.PST.2MPL	ט	ת	כ
R003|T6|C7	R003	T6	C7	הִתְטַתַּכְתֶּן	התטתכתן	SYN-RT-9d1a6bcaf7	טתכ	HITPAEL	PST.2FPL	SYN-LX-ed11afd90c.PST.2FPL	ט	ת	כ
R003|T6|C8	R003	T6	C8	הִתְטַתְּכוּ	התטתכו	SYN-RT-9d1a6bcaf7	טתכ	HITPAEL	PST.3PL	SYN-LX-ed11afd90c.PST.3PL	ט	ת	כ
R004|T0|C0	R004	T0	C0	נִתְרַמְתִּי	נתרמתי	SYN-RT-9b8c414fdd	תרמ	NIFAL	PST.1SG	SYN-LX-aabc90e842.PST.1SG	ת	ר	מ
R004|T0|C1	R004	T0	C1	נִתְרַמְתָּ	נתרמת	SYN-RT-9b8c414fdd	תרמ	NIFAL	PST.2MSG	SYN-LX-aabc90e842.PST.2MSG	ת	ר	מ
R004|T0|C2	R004	T0	C2	נִתְרַמְתְּ	נתרמת	SYN-RT-9b8c414fdd	תרמ	NIFAL	PST.2FSG	SYN-LX-aabc90e842.PST.2FSG	ת	ר	מ
R004|T0|C3	R004	T0	C3	נִתְרַם	נתרם	SYN-RT-9b8c414fdd	תרמ	NIFAL	PST.3MSG	SYN-LX-aabc90e842.PST.3MSG	ת	ר	מ
R004|T0|C4	R004	T0	C4	נִתְרְמָה	נתרמה	SYN-RT-9b8c414fdd	תרמ	NIFAL	PST.3FSG	SYN-LX-aabc90e842.PST.3FSG	ת	ר	מ
R004|T0|C5	R004	T0	C5	נִתְרַמְנוּ	נתרמנו	SYN-RT-9b8c414fdd	תרמ	NIFAL	PST.1PL	SYN-LX-aabc90e842.PST.1PL	ת	ר	מ
R004|T0|C6	R004	T0	C6	נִתְרַמְתֶּם	נתרמתם	SYN-RT-9b8c414fdd	תרמ	NIFAL	PST.2MPL	SYN-LX-aabc90e842.PST.2MPL	ת	ר	מ
R004|T0|C7	R004	T0	C7	נִתְרַמְתֶּן	נתרמתן	SYN-RT-9b8c414fdd	תרמ	NIFAL	PST.2FPL	SYN-LX-aabc90e842.PST.2FPL	ת	ר	מ
R004|T0|C8	R004	T0	C8	נִתְרְמוּ	נתרמו	SYN-RT-9b8c414fdd	תרמ	NIFAL	PST.3PL	SYN-LX-aabc90e842.PST.3PL	ת	ר	מ
R004|T1|C0	R004	T1	C0	הִתְרַמְתִּי	התרמתי	SYN-RT-9b8c414fdd	תרמ	HIFIL	PST.1SG	SYN-LX-6a0e217f26.PST.1SG	ת	ר	מ
R004|T1|C1	R004	T1	C1	הִתְרַמְתָּ	התרמת	SYN-RT-9b8c414fdd	תרמ	HIFIL	PST.2MSG	SYN-LX-6a0e217f26.PST.2MSG	ת	ר	מ
R004|T1|C2	R004	T1	C2	הִתְרַמְתְּ	התרמת	SYN-RT-9b8c414fdd	תרמ	HIFIL	PST.2FSG	SYN-LX-6a0e217f26.PST.2FSG	ת	ר	מ
R004|T1|C3	R004	T1	C3	הִתְרִים	התרים	SYN-RT-9b8c414fdd	תרמ	HIFIL	PST.3MSG	SYN-LX-6a0e217f26.PST.3MSG	ת	ר	מ
R004|T1|C4	R004	T1	C4	הִתְרִימָה	התרימה	SYN-RT-9b8c414fdd	תרמ	HIFIL	PST.3FSG	SYN-LX-6a0e217f26.PST.3FSG	ת	ר	מ
R004|T1|C5	R004	T1	C5	הִתְרַמְנוּ	התרמנו	SYN-RT-9b8c414fdd	תרמ	HIFIL	PST.1PL	SYN-LX-6a0e217f26.PST.1PL	ת	ר	מ
R004|T1|C6	R004	T1	C6	הִתְרַמְתֶּם	התרמתם	SYN-RT-9b8c414fdd	תרמ	HIFIL	PST.2MPL	SYN-LX-6a0e217f26.PST.2MPL	ת	ר	מ
R004|T1|C7	R004	T1	C7	הִתְרַמְתֶּן	התרמתן	SYN-RT-9b8c414fdd	תרמ	HIFIL	PST.2FPL	SYN-LX-6a0e217f26.PST.2FPL	ת	ר	מ
